Co./Last Name	First Name	Addr 1 - Line 1	           - Line 2	           - Line 3	           - Line 4	Destination Country	Permit #	Inclusive	Invoice #	Date	Customer PO	Ship Via	Delivery Status	Item Number	Quantity	Description	Price	Inc-Tax Price	Discount	Total	Inc-Tax Total	Job	Comment	Journal Memo	Salesperson Last Name	Salesperson First Name	Shipping Date	Referral Source	Tax Code	Non-GST Amount	GST Amount	Freight Amount	Inc-Tax Freight Amount	Freight Tax Code	Freight Non-GST Amount	Freight GST Amount	Sale Status	Currency Code	Exchange Rate	Terms - Payment is Due	           - Discount Days	           - Balance Due Days	           - % Discount	           - % Monthly Charge	Amount Paid	Payment Method	Payment Notes	Name on Card	Card Number	Expiry Date	Authorisation Code	Account Number	Account Name	Cheque Number	Category	Location ID	Card ID	Record ID
AMERTA ASIH		AMERTA ASIH	JL JURUSAN TEGAL BEBENGAN TEGAL TEMU					X	00001780	20/02/2026			A	ATAP 108GBT	50	GO GREEN MERAH 180 X 80	Rp40.540,5404	Rp45.000,00	0%	Rp2.027.027,02	Rp2.250.000,00			Sale; AMERTA ASIH	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp222.972,98			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp4.500.000,00											002	*None	2452

ARSA JAYA		ARSA JAYA	JL. RAYA TANAH LOT - TABANAN					X	00001781	20/02/2026			A	PLP 199G	1	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.424.864,86	Rp1.581.600,00	0%	Rp1.424.864,86	Rp1.581.600,00			Sale; ARSA JAYA	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp156.735,14			PPN	Rp0,00	Rp0,00	I			2	0	45	0	0	Rp1.581.600,00											002	*None	5704

CAHAYA KERTI, TUMBEK BAYUH		CAHAYA KERTI, TUMBEK BAYUH	JL TUMBEK BAYUH, KAPAL	BADUNG				X	00001782	20/02/2026			A	ATAP 109GBT	30	GO GREEN HIJAU 180 X 80	Rp42.342,3423	Rp47.000,00	0%	Rp1.270.270,27	Rp1.410.000,00			Sale; CAHAYA KERTI, TUMBEK BAYUH	WAYAN SUARTAMA				PPN	Rp0,00	Rp139.729,73			PPN	Rp0,00	Rp0,00	I			2	0	45	0	0	Rp2.820.000,00											002	*None	3254
CAHAYA KERTI, TUMBEK BAYUH		CAHAYA KERTI, TUMBEK BAYUH	JL TUMBEK BAYUH, KAPAL	BADUNG				X	00001782	20/02/2026			A	ATAP 108GBT	30	GO GREEN MERAH 180 X 80	Rp42.342,3423	Rp47.000,00	0%	Rp1.270.270,27	Rp1.410.000,00			Sale; CAHAYA KERTI, TUMBEK BAYUH	WAYAN SUARTAMA				PPN	Rp0,00	Rp139.729,73			PPN	Rp0,00	Rp0,00	I			2	0	45	0	0	Rp2.820.000,00											002	*None	3254

SUBUR MAKMUR II		SUBUR MAKMUR II	JL. RAYA CANGGU, BADUNG					X	00001783	20/02/2026			A	BOARD 106G	50	KALSIPLANK JT 8 MM (20 X 300)	Rp28.378,3784	Rp31.500,00	0%	Rp1.418.918,92	Rp1.575.000,00			Sale; SUBUR MAKMUR II	WAYAN SUARTAMA				PPN	Rp0,00	Rp156.081,08			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.910.000,00											002	*None	5376
SUBUR MAKMUR II		SUBUR MAKMUR II	JL. RAYA CANGGU, BADUNG					X	00001783	20/02/2026			A	BRL 013G	50	SHEDOWLINE BUKIT@ 3 M	Rp6.036,036	Rp6.700,00	0%	Rp301.801,80	Rp335.000,00			Sale; SUBUR MAKMUR II	WAYAN SUARTAMA				PPN	Rp0,00	Rp33.198,20			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.910.000,00											002	*None	5376

MELTARINA		MELTARINA	JL TUKAD BADUNG NO. 5 DENPASAR					X	00001683	21/02/2026			A	PLP 197GBT	2	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.209.909,91	Rp1.343.000,00	0%	Rp2.419.819,82	Rp2.686.000,00			Sale; MELTARINA	ANGGA				PPN	Rp0,00	Rp266.180,18			PPN	Rp0,00	Rp0,00	I			2	0	45	0	0	Rp7.432.000,00											002	*None	3894
MELTARINA		MELTARINA	JL TUKAD BADUNG NO. 5 DENPASAR					X	00001683	21/02/2026			A	PLP 199G	3	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.425.225,2267	Rp1.582.000,00	0%	Rp4.275.675,68	Rp4.746.000,00			Sale; MELTARINA	ANGGA				PPN	Rp0,00	Rp470.324,32			PPN	Rp0,00	Rp0,00	I			2	0	45	0	0	Rp7.432.000,00											002	*None	3894

CANGKIR I		CANGKIR I	JL DANAU TONDANO 52 SANUR	DENPASAR				X	00001684	21/02/2026			A	ATAP 109GBT	100	GO GREEN HIJAU 180 X 80	Rp40.540,5405	Rp45.000,00	0%	Rp4.054.054,05	Rp4.500.000,00			Sale; CANGKIR I	ANGGA				PPN	Rp0,00	Rp445.945,95			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp9.000.000,00											002	*None	3282
CANGKIR I		CANGKIR I	JL DANAU TONDANO 52 SANUR	DENPASAR				X	00001684	21/02/2026			A	ATAP 108GBT	100	GO GREEN MERAH 180 X 80	Rp40.540,5406	Rp45.000,00	0%	Rp4.054.054,06	Rp4.500.000,00			Sale; CANGKIR I	ANGGA				PPN	Rp0,00	Rp445.945,94			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp9.000.000,00											002	*None	3282

DANA MERTA		DANA MERTA	JL. TUKAD YEH AYA	DENPASAR				X	00001685	21/02/2026			A	PLP 197GBT	1	DAMDEX MLT FGS 1 LTR @ 24 JRG	Rp1.199.099,10	Rp1.331.000,00	0%	Rp1.199.099,10	Rp1.331.000,00			Sale; DANA MERTA	ANGGA				PPN	Rp0,00	Rp131.900,90			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.898.000,00											002	*None	3383
DANA MERTA		DANA MERTA	JL. TUKAD YEH AYA	DENPASAR				X	00001685	21/02/2026			A	PLP 199G	1	DAMDEX MLT FGS 5 LTR @ 6 GLN	Rp1.411.711,71	Rp1.567.000,00	0%	Rp1.411.711,71	Rp1.567.000,00			Sale; DANA MERTA	ANGGA				PPN	Rp0,00	Rp155.288,29			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.898.000,00											002	*None	3383

SWADNYA (KANIA)		SWADNYA (KANIA)	KUKUH	TABANAN				X	00001686	21/02/2026			A	TPG 017GBT	900	CASTING ELEPHANT @ 18 KG	Rp35.135,1351	Rp39.000,00	0%	Rp31.621.621,62	Rp35.100.000,00			Sale; SWADNYA (KANIA)	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp3.478.378,38			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp35.100.000,00											002	*None	4523

ADI PUTRA, PLAGA		ADI PUTRA, PLAGA	JL. RAYA PUNCAK MANGU, BR TINGAN PLAGA, BADUNG					X	00001687	21/02/2026			A	ATAP 108GBT	200	GO GREEN MERAH 180 X 80	Rp40.540,5406	Rp45.000,00	0%	Rp8.108.108,11	Rp9.000.000,00			Sale; ADI PUTRA, PLAGA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp891.891,89			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp9.000.000,00											002	*None	2391

ARTA SARI		ARTA SARI	BR UMAPOH PENARUNGAN					X	00001688	21/02/2026			A	ATAP 109GBT	100	GO GREEN HIJAU 180 X 80	Rp40.540,5405	Rp45.000,00	0%	Rp4.054.054,05	Rp4.500.000,00			Sale; ARTA SARI	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp445.945,95			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.750.000,00											002	*None	2619
ARTA SARI		ARTA SARI	BR UMAPOH PENARUNGAN					X	00001688	21/02/2026			A	ATAP 108GBT	50	GO GREEN MERAH 180 X 80	Rp40.540,5406	Rp45.000,00	0%	Rp2.027.027,03	Rp2.250.000,00			Sale; ARTA SARI	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp222.972,97			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.750.000,00											002	*None	2619

SUMBER ADA		SUMBER ADA	JL RAYA PURA PUNCAK MANGU					X	00001689	21/02/2026			A	ATAP 109GBT	30	GO GREEN HIJAU 180 X 80	Rp42.342,3423	Rp47.000,00	0%	Rp1.270.270,27	Rp1.410.000,00			Sale; SUMBER ADA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp139.729,73			PPN	Rp0,00	Rp0,00	I			2	0	55	0	0	Rp1.410.000,00											002	*None	5385

LUH DE BANGUNAN		LUH DE BANGUNAN	JL.RAYA SANGEH	BADUNG				X	00001690	21/02/2026			A	ATAP 109GBT	30	GO GREEN HIJAU 180 X 80	Rp42.342,3423	Rp47.000,00	0%	Rp1.270.270,27	Rp1.410.000,00			Sale; LUH DE BANGUNAN	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp139.729,73			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.410.000,00											002	*None	3815

SINAR MULYA		SINAR MULYA	DARMASABA					X	00001692	21/02/2026			A	ATAP 076 GBT	50	TRIMDEK SILVER BD 0,25X5 MTR	Rp88.288,2882	Rp98.000,00	0%	Rp4.414.414,41	Rp4.900.000,00			Sale; SINAR MULYA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp485.585,59			PPN	Rp0,00	Rp0,00	I			2	0	45	0	0	Rp10.976.000,00											002	*None	5659
SINAR MULYA		SINAR MULYA	DARMASABA					X	00001692	21/02/2026			A	ATAP 078 GBT	50	TRIMDEK SILVER BD 0,25X6,2 MTR	Rp109.477,4776	Rp121.520,00	0%	Rp5.473.873,88	Rp6.076.000,00			Sale; SINAR MULYA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp602.126,12			PPN	Rp0,00	Rp0,00	I			2	0	45	0	0	Rp10.976.000,00											002	*None	5659

SETIA JAYA		SETIA JAYA	JL. ANTASURA NO 31 DENPASAR					X	00001693	21/02/2026			A	RGK 061GBT	40	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp9.009,009	Rp10.000,00	0%	Rp360.360,36	Rp400.000,00			Sale; SETIA JAYA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp39.639,64			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.152.000,00											002	*None	5800
SETIA JAYA		SETIA JAYA	JL. ANTASURA NO 31 DENPASAR					X	00001693	21/02/2026			A	RGK 001 GBT	40	HOLLOW S 2 X 4 0,35	Rp16.936,937	Rp18.800,00	0%	Rp677.477,48	Rp752.000,00			Sale; SETIA JAYA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp74.522,52			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.152.000,00											002	*None	5800

PUSPA UTAMA		PUSPA UTAMA	JL RAYA DARMASABA, LUKLUK, BADUNG					X	00001694	21/02/2026			A	ATAP 109GBT	50	GO GREEN HIJAU 180 X 80	Rp42.342,3424	Rp47.000,00	0%	Rp2.117.117,12	Rp2.350.000,00			Sale; PUSPA UTAMA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp232.882,88			PPN	Rp0,00	Rp0,00	I			2	0	55	0	0	Rp8.890.000,00											002	*None	4119
PUSPA UTAMA		PUSPA UTAMA	JL RAYA DARMASABA, LUKLUK, BADUNG					X	00001694	21/02/2026			A	BOARD 030G	100	KALSILING 3,5 MM (122 X 244)	Rp58.918,9189	Rp65.400,00	0%	Rp5.891.891,89	Rp6.540.000,00			Sale; PUSPA UTAMA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp648.108,11			PPN	Rp0,00	Rp0,00	I			2	0	55	0	0	Rp8.890.000,00											002	*None	4119

TENANG TOKO		TENANG TOKO	JL KAPTEN REGUG NO.12 KAYUMAS KLOD	DENPASAR				X	00001695	21/02/2026			A	BRD 242GBT	30	GYPS E-BOARD 9 MM (120 X 240)	Rp42.792,7927	Rp47.500,00	0%	Rp1.283.783,78	Rp1.425.000,00			Sale; TENANG TOKO	WAYAN SUARTAMA				PPN	Rp0,00	Rp141.216,22			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.425.000,00											002	*None	4548

SUTA KARYA		SUTA KARYA	JL. SEDAP MALAM	DENPASAR				X	00001696	21/02/2026			A	BOARD 030G	80	KALSILING 3,5 MM (122 X 244)	Rp56.126,1261	Rp62.300,00	0%	Rp4.490.090,09	Rp4.984.000,00			Sale; SUTA KARYA	WAYAN SUARTAMA				PPN	Rp0,00	Rp493.909,91			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.834.000,00											002	*None	5416
SUTA KARYA		SUTA KARYA	JL. SEDAP MALAM	DENPASAR				X	00001696	21/02/2026			A	BOARD 106G	40	KALSIPLANK JT 8 MM (20 X 300)	Rp28.378,3785	Rp31.500,00	0%	Rp1.135.135,14	Rp1.260.000,00			Sale; SUTA KARYA	WAYAN SUARTAMA				PPN	Rp0,00	Rp124.864,86			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.834.000,00											002	*None	5416
SUTA KARYA		SUTA KARYA	JL. SEDAP MALAM	DENPASAR				X	00001696	21/02/2026			A	BOARD 105G	20	KALSIPLANK 8 MM (20 X 300)	Rp26.576,5765	Rp29.500,00	0%	Rp531.531,53	Rp590.000,00			Sale; SUTA KARYA	WAYAN SUARTAMA				PPN	Rp0,00	Rp58.468,47			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp6.834.000,00											002	*None	5416

BERKAT IBU		BERKAT IBU	JL. TUKAD BARITO DENPASAR					X	00001698	21/02/2026			A	RGK 07G	200	WALL ANGLE BUKIT	Rp3.603,6036	Rp4.000,00	0%	Rp720.720,72	Rp800.000,00			Sale; BERKAT IBU	ANGGA				PPN	Rp0,00	Rp79.279,28			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp800.000,00											002	*None	2804

ALWI JAYA TRUSS		ALWI JAYA TRUSS	JL. CEKOMARIA DENPASAR					X	00001700	21/02/2026			A	BOARD 106G	1.000	KALSIPLANK JT 8 MM (20 X 300)	Rp26.576,5766	Rp29.500,00	0%	Rp26.576.576,58	Rp29.500.000,00			Sale; ALWI JAYA TRUSS	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp2.923.423,42			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp35.400.000,00											002	*None	5588
ALWI JAYA TRUSS		ALWI JAYA TRUSS	JL. CEKOMARIA DENPASAR					X	00001700	21/02/2026			A	BOARD 105G	200	KALSIPLANK 8 MM (20 X 300)	Rp26.576,5766	Rp29.500,00	0%	Rp5.315.315,31	Rp5.900.000,00			Sale; ALWI JAYA TRUSS	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp584.684,69			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp35.400.000,00											002	*None	5588

ARKASA GLORIA RETAILINDO. PT		ARKASA GLORIA RETAILINDO. PT	JL. IMAM BONJOL NO. 555 B DENPASAR					X	00001731	21/02/2026			A	BOARD 048G	33	KALSILING 6,0 MM (120 X 240)	Rp111.641,4415	Rp123.922,00	0%	Rp3.684.167,57	Rp4.089.426,00			Sale; ARKASA GLORIA RETAILINDO. PT	OFFICE				PPN	Rp0,00	Rp405.258,43			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp4.089.426,00											002	*None	5171

TRI KARYA SEJAHTERA INTERINDO. PT		TRI KARYA SEJAHTERA INTERINDO. PT	JL GUNUNG ANDAKASA, KOMP. RUKO LUCKY SQUARE, BLOCK C, KEL. PADANGSAMBIAN, KOTA. DENPASAR					X	00001732	21/02/2026			A	BOARD 106G	13	KALSIPLANK JT 8 MM (20 X 300)	Rp29.279,2792	Rp32.500,00	0%	Rp380.630,63	Rp422.500,00			Sale; TRI KARYA SEJAHTERA INTERINDO. PT	WAYAN SUARTAMA				PPN	Rp0,00	Rp41.869,37			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp422.500,00											002	*None	4577

ARCHISTET WHILE PALON VILLA		ARCHISTET WHILE PALON VILLA	JL. CANGGU PADANG LINJONG CANGGU KEC- KUTA					X	00001735	21/02/2026			A	BOARD 028G	20	KALSILING 3,5 MM (120 X 240)	Rp55.855,856	Rp62.000,00	0%	Rp1.117.117,12	Rp1.240.000,00			Sale; ARCHISTET WHILE PALON VILLA	OFFICE				PPN	Rp0,00	Rp122.882,88			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp1.240.000,00	American Express		DANA MERTA								002	*None	5791

MITRA JAYA TEHNIK		MITRA JAYA TEHNIK	DARMASABA 2X					X	00001736	21/02/2026			A	TPG 011G	50	CORNICE ADH APLUS @ 20 KG	Rp55.405,4054	Rp61.500,00	0%	Rp2.770.270,27	Rp3.075.000,00			Sale; MITRA JAYA TEHNIK	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp304.729,73			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp3.075.000,00											002	*None	5812

SUKA MERTA		SUKA MERTA	BR. KEDAMPAL, DAUH YEH CANI, ABIANSEMAL	BADUNG				X	00001733	23/02/2026			A	ATAP 109GBT	30	GO GREEN HIJAU 180 X 80	Rp42.342,3423	Rp47.000,00	0%	Rp1.270.270,27	Rp1.410.000,00			Sale; SUKA MERTA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp139.729,73			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.820.000,00											002	*None	4442
SUKA MERTA		SUKA MERTA	BR. KEDAMPAL, DAUH YEH CANI, ABIANSEMAL	BADUNG				X	00001733	23/02/2026			A	ATAP 108GBT	30	GO GREEN MERAH 180 X 80	Rp42.342,3423	Rp47.000,00	0%	Rp1.270.270,27	Rp1.410.000,00			Sale; SUKA MERTA	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp139.729,73			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.820.000,00											002	*None	4442

WIRA JAYA.UD, SANGEH		WIRA JAYA.UD, SANGEH	JL. RY SANGEH, BLAHKIUH	BADUNG				X	00001734	23/02/2026			A	BOARD 030G	150	KALSILING 3,5 MM (122 X 244)	Rp52.252,2523	Rp58.000,00	0%	Rp7.837.837,84	Rp8.700.000,00			Sale; WIRA JAYA.UD, SANGEH	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp862.162,16			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp20.460.000,00											002	*None	4660
WIRA JAYA.UD, SANGEH		WIRA JAYA.UD, SANGEH	JL. RY SANGEH, BLAHKIUH	BADUNG				X	00001734	23/02/2026			A	ATAP 337 GBT	100	SPANDEK SILVER BD 0,25X6 MTR	Rp105.945,9459	Rp117.600,00	0%	Rp10.594.594,59	Rp11.760.000,00			Sale; WIRA JAYA.UD, SANGEH	KADEK ANDRE ADI PRASETYA				PPN	Rp0,00	Rp1.165.405,41			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp20.460.000,00											002	*None	4660

SUAR, KARANGASEM		SUAR, KARANGASEM	DS BEBANDEM, KARANGASEM					X	00001737	23/02/2026			A	ATAP 109GBT	150	GO GREEN HIJAU 180 X 80	Rp40.090,0901	Rp44.500,00	0%	Rp6.013.513,51	Rp6.675.000,00			Sale; SUAR, KARANGASEM	ANGGA				PPN	Rp0,00	Rp661.486,49			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp8.900.000,00											002	*None	4413
SUAR, KARANGASEM		SUAR, KARANGASEM	DS BEBANDEM, KARANGASEM					X	00001737	23/02/2026			A	ATAP 108GBT	50	GO GREEN MERAH 180 X 80	Rp40.090,0902	Rp44.500,00	0%	Rp2.004.504,51	Rp2.225.000,00			Sale; SUAR, KARANGASEM	ANGGA				PPN	Rp0,00	Rp220.495,49			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp8.900.000,00											002	*None	4413

MERTA SARI, JUNGUTAN		MERTA SARI, JUNGUTAN	BEBANDEM, KARANGASEM					X	00001738	23/02/2026			A	ATAP 108GBT	300	GO GREEN MERAH 180 X 80	Rp40.540,5405	Rp45.000,00	0%	Rp12.162.162,16	Rp13.500.000,00			Sale; MERTA SARI, JUNGUTAN	ANGGA				PPN	Rp0,00	Rp1.337.837,84			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp29.380.000,00											002	*None	5660
MERTA SARI, JUNGUTAN		MERTA SARI, JUNGUTAN	BEBANDEM, KARANGASEM					X	00001738	23/02/2026			A	BOARD 028G	200	KALSILING 3,5 MM (120 X 240)	Rp50.450,4505	Rp56.000,00	0%	Rp10.090.090,09	Rp11.200.000,00			Sale; MERTA SARI, JUNGUTAN	ANGGA				PPN	Rp0,00	Rp1.109.909,91			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp29.380.000,00											002	*None	5660
MERTA SARI, JUNGUTAN		MERTA SARI, JUNGUTAN	BEBANDEM, KARANGASEM					X	00001738	23/02/2026			A	BOARD 045G	300	KALSIRATA 3,0 MM (100 X 100)	Rp14.054,0541	Rp15.600,00	0%	Rp4.216.216,22	Rp4.680.000,00			Sale; MERTA SARI, JUNGUTAN	ANGGA				PPN	Rp0,00	Rp463.783,78			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp29.380.000,00											002	*None	5660

SUAR, KARANGASEM		SUAR, KARANGASEM	DS BEBANDEM, KARANGASEM					X	00001739	23/02/2026			A	RGK 061GBT	300	HOLLOW BUKIT 0,30 2X4 PJ 4 MTR	Rp9.009,009	Rp10.000,00	0%	Rp2.702.702,70	Rp3.000.000,00			Sale; SUAR, KARANGASEM	ANGGA				PPN	Rp0,00	Rp297.297,30			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp3.000.000,00											002	*None	4413

KUD. BEBANDEM		KUD. BEBANDEM	JL. RAYA BEBANDEM					X	00001740	23/02/2026			A	RGK 034GBT	50	RENG KASO MINI 30 - 0,45 X 6M	Rp39.189,1892	Rp43.500,00	0%	Rp1.959.459,46	Rp2.175.000,00			Sale; KUD. BEBANDEM	ANGGA				PPN	Rp0,00	Rp215.540,54			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.175.000,00											002	*None	3787

GANGGANGAN PROFILE. UD		GANGGANGAN PROFILE. UD	JL. NENAS KARANGASEM					X	00001741	23/02/2026			A	RGK 001 GBT	60	HOLLOW S 2 X 4 0,35	Rp16.666,6667	Rp18.500,00	0%	Rp1.000.000,00	Rp1.110.000,00			Sale; GANGGANGAN PROFILE. UD	ANGGA				PPN	Rp0,00	Rp110.000,00			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp5.790.000,00											002	*None	3508
GANGGANGAN PROFILE. UD		GANGGANGAN PROFILE. UD	JL. NENAS KARANGASEM					X	00001741	23/02/2026			A	RGK 071GBT	60	CHANAL BT30 C75-75	Rp70.270,2703	Rp78.000,00	0%	Rp4.216.216,22	Rp4.680.000,00			Sale; GANGGANGAN PROFILE. UD	ANGGA				PPN	Rp0,00	Rp463.783,78			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp5.790.000,00											002	*None	3508

RHAMBON SANTOSA		KE PANGLAN						X	00001742	23/02/2026			A	ATAP 077 GBT	20	TRIMDEK SILVER BD 0,25X6 MTR	Rp110.270,2705	Rp122.400,00	0%	Rp2.205.405,41	Rp2.448.000,00			Sale; RHAMBON SANTOSA	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp242.594,59			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp2.448.000,00											002	*None	4208

ADI GRONJA		ADI GRONJA	JL.RAYA UJUNG, KARANGASEM					X	00001743	23/02/2026			A	RGK 066 GBT	100	RENG BUKIT R30-40 ASIMETRIS	Rp28.018,018	Rp31.100,00	0%	Rp2.801.801,80	Rp3.110.000,00			Sale; ADI GRONJA	ANGGA				PPN	Rp0,00	Rp308.198,20			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp32.794.000,00											002	*None	4696
ADI GRONJA		ADI GRONJA	JL.RAYA UJUNG, KARANGASEM					X	00001743	23/02/2026			A	ATAP 337 GBT	100	SPANDEK SILVER BD 0,25X6 MTR	Rp104.864,8649	Rp116.400,00	0%	Rp10.486.486,49	Rp11.640.000,00			Sale; ADI GRONJA	ANGGA				PPN	Rp0,00	Rp1.153.513,51			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp32.794.000,00											002	*None	4696
ADI GRONJA		ADI GRONJA	JL.RAYA UJUNG, KARANGASEM					X	00001743	23/02/2026			A	ATAP 311 GBT	50	TRIMDEK SILVER BKT0,25X 6,2MTR	Rp125.117,117	Rp138.880,00	0%	Rp6.255.855,85	Rp6.944.000,00			Sale; ADI GRONJA	ANGGA				PPN	Rp0,00	Rp688.144,15			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp32.794.000,00											002	*None	4696
ADI GRONJA		ADI GRONJA	JL.RAYA UJUNG, KARANGASEM					X	00001743	23/02/2026			A	BOARD 028G	200	KALSILING 3,5 MM (120 X 240)	Rp50.000,00	Rp55.500,00	0%	Rp10.000.000,00	Rp11.100.000,00			Sale; ADI GRONJA	ANGGA				PPN	Rp0,00	Rp1.100.000,00			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp32.794.000,00											002	*None	4696

RHAMBON SANTOSA		KE PANGLAN						X	00001744	23/02/2026			A	ATAP 109GBT	50	GO GREEN HIJAU 180 X 80	Rp42.342,3424	Rp47.000,00	0%	Rp2.117.117,12	Rp2.350.000,00			Sale; RHAMBON SANTOSA	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp232.882,88			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.665.000,00											002	*None	4208
RHAMBON SANTOSA		KE PANGLAN						X	00001744	23/02/2026			A	TPG 011G	5	CORNICE ADH APLUS @ 20 KG	Rp56.756,756	Rp63.000,00	0%	Rp283.783,78	Rp315.000,00			Sale; RHAMBON SANTOSA	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp31.216,22			PPN	Rp0,00	Rp0,00	I			2	0	30	0	0	Rp2.665.000,00											002	*None	4208

KARYA BANGUN, PEREAN		KARYA BANGUN, PEREAN	JL RAYA LUWUS, PEREAN BATURITI					X	00001745	23/02/2026			A	ATAP 001G	250	ETER11 3,5 MM (80 X 180)	Rp32.432,4324	Rp36.000,00	0%	Rp8.108.108,11	Rp9.000.000,00			Sale; KARYA BANGUN, PEREAN	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp891.891,89			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp9.000.000,00											002	*None	3714

BANGUNAN, BATURITI		BANGUNAN, BATURITI	JL. BATURITI, TABANAN					X	00001746	23/02/2026			A	BOARD 028G	200	KALSILING 3,5 MM (120 X 240)	Rp49.549,5496	Rp55.000,00	0%	Rp9.909.909,91	Rp11.000.000,00			Sale; BANGUNAN, BATURITI	HADI PRANOTO WIBOWO				PPN	Rp0,00	Rp1.090.090,09			PPN	Rp0,00	Rp0,00	I			0	0	0	0	0	Rp12.560.000,00											002	*None	2764
